datetime,lat,lon,country,city,pm2_5,pm10,no2,so2,o3,co,humidity,wind_speed,temperature,pm10_class_predicted,pm10_high_probability,pm10_class_true
2025-10-30 21:35:02,-26.67698533632627,24.303628945375124,ZA,Ganyesa,3.37,7.78,1.4,0.27,43.63,137.73,31,2.38,22.86,0,0.28245165650823917,1
2025-10-30 21:34:56,-17.641461947623952,44.61790629083831,MG,Maintirano,5.79,16.84,0.06,0.17,44.12,83.98,76,2.12,25.12,0,0.4239391952363392,1
2025-10-30 21:34:55,50.81868844425941,-117.78251198237253,CA,Revelstoke,0.89,1.2,1.11,0.66,62.71,99.09,69,0.38,3.57,0,0.01589038185972776,0
2025-10-30 21:34:37,61.90369907175182,45.3598279746862,RU,Dvinskoy,0.5,0.5,0.84,0.03,38.13,128.84,90,2.48,3.04,0,0.011377818349659386,0
2025-10-30 21:34:35,-10.116802409109482,39.52533870962438,TZ,Mingoyo,2.93,7.65,0.59,0.11,38.46,96.59,94,0.91,21.06,0,0.12758351494496892,1
2025-10-30 21:34:17,-23.02516388997232,29.81966789493626,ZA,Rietvlei,0.72,0.98,0.69,0.32,52.09,97.33,94,5.65,17.28,1,0.8340528037437175,0
2025-10-30 21:34:16,47.648594125408806,-79.04874337338887,CA,Rémigny,1.76,2.19,1.81,0.67,52.96,119.11,71,1.95,5.36,0,0.09364809717811715,0
2025-10-30 21:34:12,68.55457450958403,132.79073971742963,RU,Verkhoyansk,0.5,0.5,0.02,0.0,34.48,122.57,97,1.31,-23.28,0,0.004796366991191302,0
2025-10-30 21:34:07,68.92772632164665,80.3454808752075,RU,Antipayuta,1.21,7.67,0.2,0.19,78.74,111.07,100,0.51,-21.34,0,0.004629399152446971,1
2025-10-30 21:33:55,66.69171400741982,-176.13600394806258,RU,Egvekinot,0.5,0.5,0.02,0.03,76.99,114.1,98,2.91,-16.57,0,0.005818416406467521,0
2025-10-30 21:33:53,69.65861457490243,28.21655687298201,FI,Utsjoki,0.5,0.73,0.8,0.01,27.45,132.13,89,3.17,1.49,0,0.012329609901416946,0
2025-10-30 21:33:46,62.02487547218118,9.892712601887837,NO,Norway,0.5,0.52,1.4,0.21,42.17,106.95,84,1.98,-5.83,0,0.012329609901416946,0
2025-10-30 21:33:45,24.25888189374484,-101.22953767310554,MX,Concepción del Oro,3.23,4.27,0.21,0.56,81.22,88.66,19,3.88,23.65,0,0.4949732466765522,1
2025-10-30 21:33:42,49.226870030502056,90.22941160845085,MN,Buga,3.35,3.65,0.84,2.74,86.47,90.68,45,1.88,-6.27,0,0.006486761660684491,0
2025-10-30 21:33:31,-5.924124831390984,36.18597339981963,TZ,Msanga,2.47,3.8,0.85,0.08,32.89,105.5,77,2.81,20.71,1,0.5388036560681304,0
2025-10-30 21:33:16,-2.1848810235928653,102.13592494670364,ID,Sungai Penuh,1.31,2.15,0.81,0.15,30.78,108.28,81,0.87,22.76,0,0.12112232377651039,0
2025-10-30 21:33:14,58.309391473213736,-115.2142940783684,CA,Fort Vermilion,0.5,0.5,0.53,0.06,52.86,111.49,56,1.4,3.94,0,0.017844549217854246,0
2025-10-30 21:33:13,-8.154413591020571,-171.0115698373137,TK,Fale old settlement,1.08,2.99,0.03,0.09,38.53,75.73,76,6.48,27.68,1,0.6722532254488172,0
2025-10-30 21:33:09,58.10047107118058,109.25329593326636,RU,Alekseyevskaya,0.5,0.5,1.06,0.13,40.85,128.57,99,1.21,-11.46,0,0.010168604454320244,0
2025-10-30 21:33:00,-43.72877509431113,67.25664885681272,TF,French Southern Territories,0.5,0.64,0.01,0.04,52.64,70.25,89,14.59,7.34,1,0.7315408689454096,0
2025-10-30 21:32:58,23.08781884721334,-74.22085419346605,BS,Colonel Hill,5.11,8.9,0.42,0.35,75.1,114.28,80,6.9,27.71,0,0.48104323815500044,1
2025-10-30 21:32:57,-23.558387038649684,148.1710367774354,AU,Emerald,2.79,7.6,0.16,0.22,42.6,84.51,98,4.2,24.01,1,0.6693712245161753,1
2025-10-30 21:32:55,42.4345304375565,-8.862389133124907,ES,Sanxenxo,2.29,5.36,1.18,0.55,100.39,91.09,92,10.32,15.49,1,0.8201220342090261,1
2025-10-30 21:32:52,61.41179803784792,45.50704321749683,RU,Krasnoborsk,0.54,0.54,0.98,0.04,37.19,127.87,96,2.53,2.44,0,0.011377818349659386,0
2025-10-30 21:32:35,44.55491279553752,-111.19955931559149,US,West Yellowstone,5.45,7.37,2.15,0.1,76.72,127.32,47,2.65,6.25,0,0.0344044193219956,1
2025-10-30 21:32:33,-19.96136523188349,28.09399814600264,ZW,Umvutcha A,1.22,2.21,0.25,0.14,34.38,103.46,61,7.17,22.18,1,0.9398066695930787,0
2025-10-30 21:32:32,38.63132343488016,-119.31635984684692,US,Smith Valley,5.13,6.88,0.44,0.36,104.57,97.65,34,3.14,15.71,0,0.2214401216308093,1
2025-10-30 21:32:29,67.71140377149399,134.48960116577967,RU,Batagay,0.5,0.5,0.04,0.01,34.69,128.85,94,1.0,-21.5,0,0.004629399152446971,0
2025-10-30 21:32:19,64.75723706315725,8.807229097861153,NO,Roan,0.5,0.57,2.32,0.56,59.48,111.83,73,8.68,6.8,0,0.1985728351885137,0
2025-10-30 21:32:17,-26.38864016314902,147.9924446791395,AU,Amby,3.62,15.8,0.06,0.0,40.12,77.13,24,2.74,26.58,0,0.27679055274659303,1
2025-10-30 21:32:01,59.11046670214159,120.73023528459686,RU,Grishko,0.5,0.5,0.13,0.0,39.38,119.68,98,1.03,-10.41,0,0.009816466639605647,0
2025-10-30 21:31:57,62.64585516975717,132.85609857008546,RU,Churapcha,0.56,0.6,0.88,0.11,39.4,134.47,95,0.96,-12.76,0,0.009816466639605647,0
2025-10-30 21:31:56,7.074683651198768,168.85824104502228,MH,Airok,1.38,5.54,0.01,0.07,26.95,76.74,79,2.46,26.66,0,0.23772813736177023,1
2025-10-30 21:31:51,51.043996795334095,89.980470532666,RU,Teeli,0.89,0.94,0.32,0.07,85.19,92.91,55,3.08,-1.87,0,0.02028403735344034,0
2025-10-30 21:31:49,-2.5777653512919727,-57.92660607777852,BR,Urucará,3.36,3.46,0.35,0.07,25.27,116.27,48,2.26,30.99,0,0.49607069498573136,0
2025-10-30 21:31:39,67.98484438469751,80.98986081416098,RU,Tazovsky,0.61,2.2,0.42,0.42,71.03,112.92,99,2.15,-18.47,0,0.005818416406467521,0
2025-10-30 21:31:38,-20.652060195926023,166.20735929080143,NC,Fayaoué,4.14,4.61,1.18,0.83,26.84,74.02,82,5.98,25.88,1,0.8337188535289798,1
2025-10-30 21:31:34,-14.533048944620845,30.3820931375609,ZM,Nyimba,4.59,7.53,0.25,0.17,65.7,120.56,33,2.63,28.5,0,0.08196861356691734,1
2025-10-30 21:31:28,27.653349835739945,-98.51396314491956,US,Benavides,1.76,3.42,1.31,0.74,96.05,102.95,13,2.01,22.77,0,0.28245165650823917,0
2025-10-30 21:31:27,-16.912485878433074,-63.279228119720514,BO,Mineros,1.23,1.97,0.48,0.08,32.96,91.79,54,2.07,24.95,0,0.3772034583754851,0
2025-10-30 21:31:15,66.62191629139588,55.07256467205039,RU,Vonda,0.5,0.5,0.45,0.0,34.55,126.41,99,2.84,0.69,0,0.012329609901416946,0
2025-10-30 21:31:12,29.735285384295,-99.682797245887,US,Leakey,3.48,5.9,0.82,1.38,103.57,107.69,20,2.23,22.73,0,0.28245165650823917,1
2025-10-30 21:31:10,68.67360478025066,-52.786934816922965,GL,Aasiaat,1.26,6.33,0.03,0.01,83.61,110.15,82,2.53,-17.34,0,0.005818416406467521,1
2025-10-30 21:31:01,50.65502640286789,55.96509058478392,KZ,Mortyq,2.41,2.54,0.59,0.24,57.32,132.9,80,5.97,7.15,0,0.1063335467844337,0
2025-10-30 21:30:49,9.19070791929832,-64.33767734559376,VE,Cantaura,1.23,2.08,0.43,0.05,35.29,127.98,52,2.7,29.17,0,0.055598916434463234,0
2025-10-30 21:30:48,1.3893631671914903,97.8887641985276,ID,Lasara,0.5,0.7,0.02,0.01,30.18,83.38,73,1.06,27.52,0,0.11028546613985415,0
2025-10-30 21:30:39,62.2397023318635,12.022895714956746,NO,Røros,0.5,0.58,0.24,0.03,63.39,106.8,91,4.52,-1.91,0,0.012443150377660143,0
2025-10-30 21:30:26,-0.3740961489548766,42.586240452544615,SO,Kismayo,2.24,8.18,0.06,0.1,28.07,83.66,83,5.43,25.46,1,0.8025043484902117,1
2025-10-30 21:30:24,8.569404612357502,29.049926986322845,SS,Warrap,3.74,7.62,0.76,0.05,12.0,130.03,56,1.9,27.46,0,0.21931326498597195,1
2025-10-30 21:30:23,66.51577392170111,58.74097151038251,RU,Synyanyrd,0.5,0.5,0.39,0.01,42.77,129.55,95,3.97,-4.1,0,0.012329609901416946,0
2025-10-30 21:30:18,34.50285613620534,-95.13550993506968,US,Talihina,3.03,3.3,1.42,0.43,86.41,122.21,45,2.94,15.77,0,0.29789013178914125,0
2025-10-30 21:30:11,62.50844864677691,89.80563457833898,RU,Lebed',0.5,0.5,0.24,0.12,50.84,122.21,98,1.63,-14.06,0,0.010629925982757313,0
2025-10-30 21:30:03,-7.410994570556198,-68.77573727049074,BR,Águia,0.5,0.5,0.24,0.01,7.87,110.29,97,1.09,22.82,0,0.09356035139814674,0
2025-10-30 21:29:53,-4.234378989431903,34.750343879299805,TZ,Mtinko,3.75,4.49,1.65,0.08,43.03,140.12,58,5.07,20.1,1,0.8049487546959668,1
2025-10-30 21:29:47,63.39557885394501,-162.58975982856597,US,Emmonak,0.5,0.9,0.1,0.03,77.01,108.4,73,7.44,-1.41,0,0.01081239088737849,0
2025-10-30 21:29:44,54.96128005296441,-113.28052593938156,CA,Athabasca,0.5,0.5,1.13,1.07,68.09,102.96,73,1.42,5.21,0,0.07225112784450032,0
2025-10-30 21:29:42,70.41124149138267,-94.39899715230864,CA,Taloyoak,0.5,0.69,0.02,0.01,82.15,105.54,73,0.45,-14.18,0,0.008858937999137678,0
2025-10-30 21:29:41,47.81690142931362,-60.341292020043454,CA,Codroy,1.24,2.89,2.62,1.03,72.85,106.65,87,6.44,10.22,0,0.47377420594728226,0
2025-10-30 21:29:39,68.97971039547406,-129.54480199395644,CA,Tuktoyaktuk,0.5,0.5,0.04,0.01,57.85,104.27,91,7.4,-3.89,0,0.012383719323676297,0
2025-10-30 21:29:38,-22.20813248364836,168.0384574459277,NC,Wapan,1.62,2.3,0.11,0.15,21.07,66.31,83,4.62,25.32,1,0.7823417765882554,0
2025-10-30 21:29:28,41.61218392977031,-123.32223687483294,US,Happy Camp,4.87,10.19,1.55,0.63,62.78,116.25,79,0.48,5.39,0,0.0724317883433145,1
2025-10-30 21:29:26,63.754143931871056,120.33372451215251,RU,Verkhnevilyuysk,0.5,0.5,0.06,0.01,49.56,123.05,97,1.52,-11.82,0,0.010629925982757313,0
2025-10-30 21:29:10,55.433310706190326,114.80283663348472,RU,Taksimo,0.5,0.5,0.12,0.01,46.59,116.84,82,0.12,-17.02,0,0.0045662047618121185,0
2025-10-30 21:29:06,3.7284014795931313,26.34998974798796,CD,Bangenze,0.73,1.33,0.06,0.01,1.27,80.61,98,1.01,19.23,0,0.2068557290501924,0
2025-10-30 21:29:01,52.566897238870325,-175.86811356383652,US,Aleutians West,0.5,0.91,0.14,0.14,89.11,101.9,59,10.66,5.27,0,0.3466924144670392,0
2025-10-30 21:29:00,29.550811388268244,-10.848406705046472,MA,Sidi Ifni,2.81,13.54,0.18,0.1,75.3,94.67,79,4.06,21.38,1,0.6713725736443945,1
2025-10-30 21:28:55,-8.132230226733455,131.5699240170302,ID,Olilit,2.02,3.26,0.29,0.19,38.76,101.48,69,2.6,28.35,0,0.13246089940257844,0
2025-10-30 21:28:47,62.66997619803473,133.784155680234,RU,Khandyga,0.5,0.52,0.72,0.09,39.05,132.16,94,1.0,-13.53,0,0.009816466639605647,0
2025-10-30 21:28:40,64.50937193053647,39.84870346594377,RU,Severodvinsk,0.5,0.5,0.96,0.11,41.37,127.89,79,1.93,2.9,0,0.010316560963500587,0
2025-10-30 21:28:38,-8.14967325206726,39.80740342675381,TZ,Kilindoni,2.19,7.72,0.15,0.1,37.59,81.53,78,6.6,25.98,1,0.8925831280420227,1
2025-10-30 21:28:34,51.59826800828228,-5.736539266413985,GB,Dale,2.96,7.25,0.62,0.42,94.5,95.64,83,14.31,13.84,1,0.9118658264787531,1
2025-10-30 21:28:26,1.2225828782940056,119.14002714105732,ID,Ogotua,2.14,2.91,0.19,0.14,32.1,120.54,77,3.28,27.97,0,0.18736396167677263,0
2025-10-30 21:28:11,61.39884253413118,156.54144081545485,RU,Omsukchan,0.5,0.9,0.07,0.11,81.92,106.98,53,2.06,-11.57,0,0.0088202350672159,0
2025-10-30 21:27:53,69.98938460063098,172.36465917297238,RU,Pevek,0.5,0.56,0.12,0.2,67.17,115.84,96,1.05,-13.24,0,0.009816466639605647,0
2025-10-30 21:27:38,-49.7848781008445,-73.50740555129157,AR,El Calafate,0.5,0.5,0.06,0.05,39.48,65.89,100,3.73,-2.83,0,0.012329609901416946,0
2025-10-30 21:27:37,37.0182488757206,98.6494106426477,CN,Xinyuan,5.21,8.45,0.39,0.1,59.8,72.11,30,1.27,-5.03,0,0.004526762353832055,1
2025-10-30 21:27:34,72.15769022171358,132.77123369768907,RU,Tiksi,0.5,0.5,0.02,0.0,50.4,132.69,84,5.42,-13.79,0,0.012525528915284747,0
2025-10-30 21:27:23,72.58316300417269,129.66161209765647,RU,Tiksi,0.5,0.5,0.28,0.1,57.5,125.35,93,5.63,-12.04,0,0.012449799284948972,0
2025-10-30 21:27:22,57.695125245664,-126.93694353861544,CA,Ware,0.5,0.5,0.17,0.04,72.99,93.06,83,2.8,-5.37,0,0.012329609901416946,0
2025-10-30 21:27:16,52.73730892074218,77.67768551050534,KZ,Rozovka,8.78,10.59,0.33,0.2,46.68,129.98,59,3.96,5.43,0,0.07592914770951187,1
2025-10-30 21:27:14,64.25128543966548,46.90161018809164,RU,Koptyuga,0.5,0.5,0.14,0.0,44.99,122.09,95,2.54,0.75,0,0.012329609901416946,0
2025-10-30 21:27:09,-37.65359069948612,149.50844735098178,AU,Genoa,1.23,4.02,0.62,0.36,50.91,65.69,81,3.64,14.89,1,0.5047516861288678,0
2025-10-30 21:27:06,61.36493375067502,8.416643620785209,NO,Vang,0.86,0.93,1.51,0.32,42.27,108.33,84,2.44,-7.56,0,0.012329609901416946,0
2025-10-30 21:26:37,17.756414805125303,-66.48240218613832,PR,Santa Isabel,2.15,9.98,0.25,0.19,34.95,129.28,76,3.07,30.01,0,0.04941836870034544,1
2025-10-30 21:26:36,-2.5256499598906004,-64.8370148592158,BR,Uarini,0.5,0.5,0.04,0.02,10.09,104.88,92,1.21,27.23,0,0.09854639226490094,0
2025-10-30 21:26:33,65.86544180656338,18.62583181741244,SE,Arvidsjaurs Kommun,0.5,0.5,0.49,0.04,57.78,114.09,96,0.61,0.15,0,0.009816466639605647,0
2025-10-30 21:26:32,30.27813754438148,97.93242782334072,CN,Yanduo,0.59,0.6,0.16,0.01,41.0,81.84,100,0.75,-1.66,0,0.009816466639605647,0
2025-10-30 21:26:28,53.54839380558522,97.93900684538312,RU,Novyye Plity,0.5,0.5,0.05,0.02,73.73,94.37,90,3.68,-1.38,0,0.012329609901416946,0
2025-10-30 21:26:21,-1.019489129270383,-51.17083823787357,BR,Gurupá,1.66,4.02,0.21,0.14,40.01,99.05,63,2.42,29.04,0,0.07335103659996418,0
2025-10-30 21:26:19,62.151855143138505,134.05192906351874,RU,Churapcha,0.5,0.5,0.43,0.09,44.13,127.79,96,0.56,-12.4,0,0.009816466639605647,0
2025-10-30 21:26:16,-0.4263150725256963,100.05368471988317,ID,Sungailimau,0.55,1.12,0.21,0.04,25.86,80.53,88,1.39,22.48,0,0.16896422801360522,0
2025-10-30 21:26:14,77.05098667715703,-73.87730216472637,GL,Qaanaaq,0.5,0.5,0.01,0.02,78.25,112.38,80,10.2,-6.29,0,0.023484897088920435,0
2025-10-30 21:26:12,-21.762193840152435,45.40690375532091,MG,Beroroha,4.06,8.19,0.34,0.1,52.26,92.91,50,1.75,26.02,0,0.2157501899894128,1
2025-10-30 21:26:11,36.53243998151012,-7.415076815047541,PT,Fuseta,0.95,2.46,0.35,0.18,69.79,96.49,73,3.68,20.79,1,0.6713725736443945,0
2025-10-30 21:26:09,4.350229047398173,10.67580374888891,CM,Ngambé,1.54,2.08,0.52,0.1,21.64,129.55,100,0.66,20.15,0,0.26787599641975124,0
2025-10-30 21:26:08,71.57001561987539,149.34397125845106,RU,Chokurdakh,0.5,0.5,0.01,0.01,67.17,126.42,99,1.74,-24.71,0,0.005015199807690964,0
2025-10-30 21:25:59,47.25000990366456,-70.28737398535344,CA,St-Jean-Port-Joli,0.96,1.22,1.75,0.26,56.76,112.02,84,6.22,6.49,0,0.1283565814114132,0
2025-10-30 21:25:53,58.36051646885673,102.52988830066823,RU,Ust'-Ilimsk,0.5,0.5,0.41,0.16,40.78,139.27,97,1.15,-7.38,0,0.010223529451776663,0
2025-10-30 21:25:45,3.2071246184939497,14.58953448329268,CM,Yokadouma,0.5,0.5,0.05,0.01,2.72,100.02,96,0.74,21.16,0,0.11466465059158085,0
2025-10-30 21:25:44,41.23810761668543,-69.98753813147657,US,Nantucket,3.06,6.9,0.51,0.53,82.64,96.78,97,11.83,13.43,1,0.891836775094933,1
2025-10-30 21:25:38,78.32647471894586,13.883167444434662,SJ,Nybyen,0.53,0.71,0.04,0.03,69.8,114.9,79,4.79,-2.01,0,0.011283659092829938,0
2025-10-30 21:25:31,30.141580768987765,-96.57972545210448,US,Brenham,1.83,2.46,0.76,0.37,97.34,105.87,32,2.68,20.67,0,0.3428612165563326,0
2025-10-30 21:25:28,66.60871140345796,174.59664990869658,RU,Netten Polar Station,0.5,0.99,0.05,0.08,68.65,117.42,96,1.1,-27.96,0,0.004629399152446971,0
2025-10-30 21:25:23,67.08404022935227,-117.99627140365098,CA,Kugluktuk,0.5,0.5,0.05,0.01,68.6,102.37,88,6.8,-3.87,0,0.013092543385497634,0
2025-10-30 21:25:22,-9.8005157525252,122.92332989943009,ID,Kupang,4.9,12.48,0.33,0.18,45.11,107.68,75,1.3,28.06,0,0.06456015022603369,1
2025-10-30 21:25:20,58.14619580647283,48.68064028006225,RU,Kotel'nich,0.75,0.83,2.21,0.13,43.7,133.04,92,2.22,3.87,0,0.02704070247825699,0
2025-10-30 21:25:02,71.60257336988411,-114.84096159539428,CA,Holman,0.5,1.5,0.02,0.0,64.13,102.95,97,1.86,-15.35,0,0.014568655025380984,0
2025-10-30 21:25:00,40.57232429817253,2.006325726857966,ES,Sitges,1.9,4.62,1.09,0.45,71.17,105.43,71,5.16,20.83,1,0.8297085442047918,1
2025-10-30 21:24:50,-18.38263873616698,147.38046906164055,AU,Magnetic Island,1.27,2.74,0.24,0.16,14.72,70.09,81,3.57,27.09,0,0.3565760871758532,0
2025-10-30 21:24:45,13.28252045365278,-91.30574676962216,GT,Puerto San José,2.0,3.57,0.23,0.25,48.03,97.55,69,3.12,28.6,0,0.1446645782182494,0
2025-10-30 21:24:41,67.61768939495616,114.03982003545023,RU,Olenyok,0.5,0.5,0.01,0.01,77.38,105.66,99,2.03,-18.51,0,0.005818416406467521,0
2025-10-30 21:24:38,63.36147992190661,-171.6011641804686,RU,Provideniya,0.5,2.11,0.02,0.08,85.84,103.82,82,10.75,-3.94,0,0.026485107812236574,0
2025-10-30 21:24:36,8.283541582887409,-5.370105243166478,CI,Katiola,3.76,7.63,1.06,0.2,21.7,153.96,63,2.28,26.79,0,0.31523751346203877,1
2025-10-30 21:24:22,-13.837133089192063,24.621659944590988,ZM,Mufumbwe,5.84,7.81,0.36,0.23,51.67,143.2,47,1.53,23.57,0,0.21279618173025963,1
2025-10-30 21:24:21,50.654206965282725,33.101244061007264,UA,Sribne,5.14,6.97,1.52,0.81,77.25,127.42,73,7.18,8.66,0,0.15357368999885088,1
2025-10-30 21:24:19,50.83832664841887,127.80123129157192,RU,Srednebelaya,0.79,1.09,1.84,0.93,55.04,129.57,76,2.41,-5.73,0,0.011180578888183908,0
2025-10-30 21:24:09,40.00839455269539,20.54842410457178,GR,Kefalovryso,3.09,7.4,0.76,0.68,93.56,99.09,85,1.04,7.52,0,0.08097256973378529,1
2025-10-30 21:24:04,56.33683175070564,103.16872742280276,RU,Vidim,1.09,1.09,0.69,0.14,82.05,129.91,98,1.81,-2.43,0,0.01224213211023661,0
2025-10-30 21:24:03,59.783734594640976,67.35064236381277,RU,Kondinskoye,17.28,17.91,1.27,0.17,48.27,137.81,92,2.4,5.15,0,0.1274535106695377,1
2025-10-30 21:24:02,75.52870927393053,-119.10960665811776,CA,Mould Bay,0.5,0.5,0.01,0.01,68.16,110.61,100,2.61,-18.06,0,0.005818416406467521,0
2025-10-30 21:23:52,52.84107268606772,141.81125179343877,RU,Lazarev,0.57,0.57,0.75,0.36,72.06,159.1,71,10.79,0.55,0,0.03141499436806385,0
2025-10-30 21:23:51,-43.13864002447607,174.49188251122467,NZ,Kaikoura,1.01,3.73,0.24,0.24,48.81,68.61,70,10.47,12.48,1,0.8337927480215624,0
2025-10-30 21:23:42,60.35726602400379,-122.67611881253342,CA,Fort Liard,0.5,0.5,0.23,0.0,57.63,102.1,53,2.94,4.21,0,0.030473531270514307,0
2025-10-30 21:23:24,35.23238284182746,-102.67878729738032,US,Vega,2.72,6.04,0.53,0.32,95.81,99.76,21,7.29,19.24,1,0.5229148276819998,1
2025-10-30 21:23:21,42.17865947122408,-102.69878705964464,US,Alliance,0.74,1.63,0.27,0.23,88.69,88.16,24,7.2,11.92,0,0.12046953756990189,0
2025-10-30 21:23:08,52.02585572854491,-78.58827085890496,CA,Eastmain,0.5,0.5,0.06,0.01,20.34,87.91,71,2.73,4.32,0,0.0487071470917685,0
2025-10-30 21:22:57,63.318367413923454,-137.23858562346228,CA,Clear Creek,0.5,0.5,0.09,0.05,82.54,90.24,85,2.55,-4.25,0,0.012329609901416946,0
2025-10-30 21:22:48,-41.664129256755686,144.84952562544828,AU,Zeehan,1.24,1.74,0.41,0.37,52.67,68.76,70,7.93,12.87,1,0.6181831534915553,0
2025-10-30 21:22:46,-37.40324793478239,-59.78266741812608,AR,Chillar,1.47,1.77,0.35,0.3,59.45,74.62,80,4.79,14.33,1,0.5671875771246104,0
2025-10-30 21:22:44,10.690004863058064,138.28515623927257,FM,Rumung Municipality,0.5,1.0,0.11,0.03,19.34,80.13,76,7.36,28.76,0,0.18216169089290474,0
2025-10-30 21:22:38,60.34077944786628,45.3195167337158,RU,Verkhnyaya Toz’ma,0.94,1.0,1.28,0.31,48.12,128.28,96,2.27,1.91,0,0.011377818349659386,0
2025-10-30 21:22:23,31.93376194595983,28.225302659261985,EG,Marsá Maţrūḩ,4.68,12.31,0.47,0.48,99.86,101.33,67,5.21,21.77,1,0.8203767426643113,1
2025-10-30 21:22:21,18.29195542876053,109.83191960970782,CN,Yingzhou,5.69,9.09,0.21,0.27,87.42,118.05,91,4.31,25.08,1,0.773584627255924,1
2025-10-30 21:22:17,6.841224690723905,-83.02037811129807,PA,Punta de Burica,1.55,4.22,0.06,0.1,22.47,76.64,85,5.01,26.21,1,0.8353746800487536,1
2025-10-30 21:22:09,64.99208383966314,-35.204595331204075,GL,Kap Dan,0.5,0.66,0.03,0.01,86.44,102.84,62,7.59,2.46,0,0.03507461468373572,0
2025-10-30 21:22:04,-35.27064259219988,173.9454424989429,NZ,Kerikeri,0.54,1.53,0.07,0.11,47.01,65.4,80,2.1,13.79,0,0.3523780651148318,0
2025-10-30 21:22:03,-13.148504851312154,144.65199121123123,AU,Cook Shire,1.23,4.2,0.1,0.13,17.32,71.15,83,5.48,27.48,1,0.5127319613867555,1
2025-10-30 21:21:51,-33.1040680298745,-58.20154118357314,UY,Fray Bentos,0.77,1.48,2.64,1.18,45.44,98.8,60,3.45,18.91,1,0.6469383488208118,0
2025-10-30 21:21:37,-8.115977459855301,-14.384856569030546,SH,Ascension,2.1,9.63,0.04,0.12,64.1,74.79,78,5.66,22.49,1,0.8176952131518281,1
2025-10-30 21:21:35,-6.514987573244895,-37.93289896598594,BR,Jericó,4.22,5.5,2.23,0.19,64.91,110.31,28,1.35,30.69,0,0.02812655886080945,1
2025-10-30 21:21:31,-3.055672368742748,-38.76200311693668,BR,Paracuru,4.61,10.15,1.25,0.44,61.03,125.55,85,8.23,26.22,1,0.9322353081277244,1
2025-10-30 21:21:29,35.75510805323121,79.41929057528722,CN,Kangxiwar,2.19,2.62,0.51,0.1,62.78,60.28,33,0.72,-12.08,0,0.004369138603584307,0
2025-10-30 21:21:27,56.13827705279613,-91.25194981268714,CA,Shamattawa,0.5,0.5,0.08,0.02,57.95,105.1,75,3.77,1.65,0,0.02902951287289052,0
2025-10-30 21:21:24,44.491260883164415,-103.66442535771436,US,Deadwood,0.59,1.79,0.27,0.46,79.12,87.92,40,9.39,9.57,0,0.22870520073818293,0
2025-10-30 21:21:21,58.95419020232046,109.61320068323364,RU,Alekseyevskaya,0.5,0.5,0.45,0.04,38.58,125.95,98,1.1,-12.3,0,0.009816466639605647,0
2025-10-30 21:21:16,59.08332926020279,-123.34317474204808,CA,Fort Nelson,0.5,0.5,0.06,0.01,82.46,90.02,49,1.28,5.5,0,0.025218191229179936,0
2025-10-30 21:21:08,-4.74879428403024,103.49107656761949,ID,Kuripan,0.99,2.72,0.04,0.05,44.57,73.94,94,1.56,20.53,0,0.4531600861209431,0
2025-10-30 21:21:02,9.217061089501216,151.00335066421314,FM,Unanu,0.5,0.72,0.09,0.04,29.45,81.59,76,2.78,28.09,0,0.10937961394267227,0
2025-10-30 21:20:49,54.86256047202136,-86.57333499895375,CA,Fort Severn,0.5,0.5,0.06,0.01,54.46,105.74,63,3.72,4.97,0,0.07592914770951187,0
2025-10-30 21:20:36,-17.381164004071522,-45.89193913162214,BR,João Pinheiro,2.03,2.15,1.8,0.16,54.74,132.87,39,2.05,28.9,0,0.055598916434463234,0
2025-10-30 21:20:33,64.20096032147794,53.92309257788742,RU,Komi Republic,0.5,0.5,1.82,0.02,30.44,132.39,98,1.06,2.24,0,0.009056899667595047,0
2025-10-30 21:20:20,64.50131463016149,-161.996695513853,US,Golovin,0.5,0.98,0.1,0.03,77.83,105.84,64,10.29,-1.64,0,0.17005050443218478,0
2025-10-30 21:20:13,53.79651823921176,-108.74418231881266,CA,Makwa,0.5,0.5,0.86,0.08,65.3,106.4,80,3.89,-0.33,0,0.011559112538281109,0
2025-10-30 21:19:43,-33.45475109732276,-63.01600807124103,AR,Canals,4.92,7.54,0.35,0.11,65.48,99.59,32,4.47,23.26,1,0.6352612335597472,1
2025-10-30 21:19:42,-10.429493032904418,-60.6316652819835,BR,Espigão dOeste,0.9,0.96,0.39,0.03,32.28,141.05,74,0.91,27.09,0,0.12574003446228862,0
2025-10-30 21:19:40,-16.139110718378873,-67.24447445384837,BO,Coripata,0.71,1.15,0.2,0.1,69.64,53.85,87,1.61,18.01,1,0.5536278630573279,0
2025-10-30 21:19:39,53.55941072085295,58.7571552104279,RU,Selivanovskiy,8.74,8.76,1.81,0.13,42.46,144.23,100,0.0,6.53,1,0.5479475109544216,1
2025-10-30 21:19:38,22.59850957880178,-160.63925271170046,US,Kekaha,2.07,10.53,0.11,0.2,71.94,85.18,77,8.43,25.93,1,0.938372752706359,1
2025-10-30 21:19:36,-14.020014669293516,143.7623899724005,AU,Cook Shire,1.08,2.57,0.07,0.04,13.23,70.46,81,3.66,27.53,0,0.32323960500462073,0
2025-10-30 21:19:31,-42.30537606702232,-71.90666023917058,AR,Lago Puelo,0.5,0.54,0.36,0.07,32.62,63.23,88,3.11,9.61,0,0.3496569444559453,0
